,idx,image,object_count,color,shape,material,color_shape,color_material,shape_material,color_shape_material,size,all
2975,2975,7f2c5432d5f2cf983930d02461b24fa8.png,7,"['blue', 'yellow', 'red', 'brown', 'cyan', 'yellow', 'green']","['cone', 'cylinder', 'cone', 'cylinder', 'cube', 'sphere', 'cube']","['metal', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'rubber']","['blue_cone', 'yellow_cylinder', 'red_cone', 'brown_cylinder', 'cyan_cube', 'yellow_sphere', 'green_cube']","['blue_metal', 'yellow_metal', 'red_metal', 'brown_metal', 'cyan_rubber', 'yellow_rubber', 'green_rubber']","['cone_metal', 'cylinder_metal', 'cone_metal', 'cylinder_metal', 'cube_rubber', 'sphere_rubber', 'cube_rubber']","['blue_cone_metal', 'yellow_cylinder_metal', 'red_cone_metal', 'brown_cylinder_metal', 'cyan_cube_rubber', 'yellow_sphere_rubber', 'green_cube_rubber']","[0.7, 0.701, 0.701, 0.351, 0.351, 0.351, 0.7]","['blue', 'yellow', 'red', 'brown', 'cyan', 'yellow', 'green', 'cone', 'cylinder', 'cone', 'cylinder', 'cube', 'sphere', 'cube', 'metal', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'rubber', 'blue_cone', 'yellow_cylinder', 'red_cone', 'brown_cylinder', 'cyan_cube', 'yellow_sphere', 'green_cube', 'cone_metal', 'cylinder_metal', 'cone_metal', 'cylinder_metal', 'cube_rubber', 'sphere_rubber', 'cube_rubber', 'blue_metal', 'yellow_metal', 'red_metal', 'brown_metal', 'cyan_rubber', 'yellow_rubber', 'green_rubber', 'blue_cone_metal', 'yellow_cylinder_metal', 'red_cone_metal', 'brown_cylinder_metal', 'cyan_cube_rubber', 'yellow_sphere_rubber', 'green_cube_rubber']"
2976,2976,102450406891f919a593bfdf487bfc08.png,7,"['yellow', 'gray', 'green', 'blue', 'brown', 'purple', 'red']","['cone', 'cube', 'cylinder', 'sphere', 'cylinder', 'cylinder', 'cube']","['metal', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'metal']","['yellow_cone', 'gray_cube', 'green_cylinder', 'blue_sphere', 'brown_cylinder', 'purple_cylinder', 'red_cube']","['yellow_metal', 'gray_metal', 'green_rubber', 'blue_rubber', 'brown_metal', 'purple_rubber', 'red_metal']","['cone_metal', 'cube_metal', 'cylinder_rubber', 'sphere_rubber', 'cylinder_metal', 'cylinder_rubber', 'cube_metal']","['yellow_cone_metal', 'gray_cube_metal', 'green_cylinder_rubber', 'blue_sphere_rubber', 'brown_cylinder_metal', 'purple_cylinder_rubber', 'red_cube_metal']","[0.351, 0.7, 0.7, 0.351, 0.701, 0.7, 0.351]","['yellow', 'gray', 'green', 'blue', 'brown', 'purple', 'red', 'cone', 'cube', 'cylinder', 'sphere', 'cylinder', 'cylinder', 'cube', 'metal', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'yellow_cone', 'gray_cube', 'green_cylinder', 'blue_sphere', 'brown_cylinder', 'purple_cylinder', 'red_cube', 'cone_metal', 'cube_metal', 'cylinder_rubber', 'sphere_rubber', 'cylinder_metal', 'cylinder_rubber', 'cube_metal', 'yellow_metal', 'gray_metal', 'green_rubber', 'blue_rubber', 'brown_metal', 'purple_rubber', 'red_metal', 'yellow_cone_metal', 'gray_cube_metal', 'green_cylinder_rubber', 'blue_sphere_rubber', 'brown_cylinder_metal', 'purple_cylinder_rubber', 'red_cube_metal']"
2977,2977,19993f3b0c37e0801467d687e95d7d7a.png,5,"['purple', 'gray', 'brown', 'blue', 'green']","['cube', 'cube', 'sphere', 'sphere', 'cylinder']","['metal', 'metal', 'metal', 'metal', 'rubber']","['purple_cube', 'gray_cube', 'brown_sphere', 'blue_sphere', 'green_cylinder']","['purple_metal', 'gray_metal', 'brown_metal', 'blue_metal', 'green_rubber']","['cube_metal', 'cube_metal', 'sphere_metal', 'sphere_metal', 'cylinder_rubber']","['purple_cube_metal', 'gray_cube_metal', 'brown_sphere_metal', 'blue_sphere_metal', 'green_cylinder_rubber']","[0.351, 0.351, 0.701, 0.351, 0.7]","['purple', 'gray', 'brown', 'blue', 'green', 'cube', 'cube', 'sphere', 'sphere', 'cylinder', 'metal', 'metal', 'metal', 'metal', 'rubber', 'purple_cube', 'gray_cube', 'brown_sphere', 'blue_sphere', 'green_cylinder', 'cube_metal', 'cube_metal', 'sphere_metal', 'sphere_metal', 'cylinder_rubber', 'purple_metal', 'gray_metal', 'brown_metal', 'blue_metal', 'green_rubber', 'purple_cube_metal', 'gray_cube_metal', 'brown_sphere_metal', 'blue_sphere_metal', 'green_cylinder_rubber']"
2978,2978,1e1d456f693801917b23cf56081f0b65.png,5,"['yellow', 'gray', 'blue', 'cyan', 'brown']","['cylinder', 'cube', 'cube', 'sphere', 'sphere']","['rubber', 'rubber', 'metal', 'metal', 'rubber']","['yellow_cylinder', 'gray_cube', 'blue_cube', 'cyan_sphere', 'brown_sphere']","['yellow_rubber', 'gray_rubber', 'blue_metal', 'cyan_metal', 'brown_rubber']","['cylinder_rubber', 'cube_rubber', 'cube_metal', 'sphere_metal', 'sphere_rubber']","['yellow_cylinder_rubber', 'gray_cube_rubber', 'blue_cube_metal', 'cyan_sphere_metal', 'brown_sphere_rubber']","[0.35, 0.351, 0.7, 0.7, 0.701]","['yellow', 'gray', 'blue', 'cyan', 'brown', 'cylinder', 'cube', 'cube', 'sphere', 'sphere', 'rubber', 'rubber', 'metal', 'metal', 'rubber', 'yellow_cylinder', 'gray_cube', 'blue_cube', 'cyan_sphere', 'brown_sphere', 'cylinder_rubber', 'cube_rubber', 'cube_metal', 'sphere_metal', 'sphere_rubber', 'yellow_rubber', 'gray_rubber', 'blue_metal', 'cyan_metal', 'brown_rubber', 'yellow_cylinder_rubber', 'gray_cube_rubber', 'blue_cube_metal', 'cyan_sphere_metal', 'brown_sphere_rubber']"
2979,2979,1cf42d05f4764dbaa4fe74938cfcd842.png,6,"['blue', 'purple', 'yellow', 'gray', 'purple', 'cyan']","['cylinder', 'cylinder', 'cylinder', 'sphere', 'cube', 'sphere']","['metal', 'rubber', 'metal', 'rubber', 'rubber', 'rubber']","['blue_cylinder', 'purple_cylinder', 'yellow_cylinder', 'gray_sphere', 'purple_cube', 'cyan_sphere']","['blue_metal', 'purple_rubber', 'yellow_metal', 'gray_rubber', 'purple_rubber', 'cyan_rubber']","['cylinder_metal', 'cylinder_rubber', 'cylinder_metal', 'sphere_rubber', 'cube_rubber', 'sphere_rubber']","['blue_cylinder_metal', 'purple_cylinder_rubber', 'yellow_cylinder_metal', 'gray_sphere_rubber', 'purple_cube_rubber', 'cyan_sphere_rubber']","[0.701, 0.351, 0.351, 0.351, 0.351, 0.351]","['blue', 'purple', 'yellow', 'gray', 'purple', 'cyan', 'cylinder', 'cylinder', 'cylinder', 'sphere', 'cube', 'sphere', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'rubber', 'blue_cylinder', 'purple_cylinder', 'yellow_cylinder', 'gray_sphere', 'purple_cube', 'cyan_sphere', 'cylinder_metal', 'cylinder_rubber', 'cylinder_metal', 'sphere_rubber', 'cube_rubber', 'sphere_rubber', 'blue_metal', 'purple_rubber', 'yellow_metal', 'gray_rubber', 'purple_rubber', 'cyan_rubber', 'blue_cylinder_metal', 'purple_cylinder_rubber', 'yellow_cylinder_metal', 'gray_sphere_rubber', 'purple_cube_rubber', 'cyan_sphere_rubber']"
2980,2980,433d9033a42af725483b93ecb784b4f4.png,3,"['purple', 'yellow', 'blue']","['cube', 'sphere', 'cylinder']","['rubber', 'rubber', 'metal']","['purple_cube', 'yellow_sphere', 'blue_cylinder']","['purple_rubber', 'yellow_rubber', 'blue_metal']","['cube_rubber', 'sphere_rubber', 'cylinder_metal']","['purple_cube_rubber', 'yellow_sphere_rubber', 'blue_cylinder_metal']","[0.351, 0.701, 0.7]","['purple', 'yellow', 'blue', 'cube', 'sphere', 'cylinder', 'rubber', 'rubber', 'metal', 'purple_cube', 'yellow_sphere', 'blue_cylinder', 'cube_rubber', 'sphere_rubber', 'cylinder_metal', 'purple_rubber', 'yellow_rubber', 'blue_metal', 'purple_cube_rubber', 'yellow_sphere_rubber', 'blue_cylinder_metal']"
2981,2981,687487e53a4ceefd60129b1a6095235a.png,8,"['blue', 'brown', 'gray', 'cyan', 'gray', 'yellow', 'purple', 'red']","['cylinder', 'sphere', 'cone', 'cube', 'sphere', 'sphere', 'cone', 'sphere']","['rubber', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'rubber', 'metal']","['blue_cylinder', 'brown_sphere', 'gray_cone', 'cyan_cube', 'gray_sphere', 'yellow_sphere', 'purple_cone', 'red_sphere']","['blue_rubber', 'brown_metal', 'gray_metal', 'cyan_metal', 'gray_rubber', 'yellow_rubber', 'purple_rubber', 'red_metal']","['cylinder_rubber', 'sphere_metal', 'cone_metal', 'cube_metal', 'sphere_rubber', 'sphere_rubber', 'cone_rubber', 'sphere_metal']","['blue_cylinder_rubber', 'brown_sphere_metal', 'gray_cone_metal', 'cyan_cube_metal', 'gray_sphere_rubber', 'yellow_sphere_rubber', 'purple_cone_rubber', 'red_sphere_metal']","[0.7, 0.351, 0.7, 0.7, 0.351, 0.701, 0.351, 0.351]","['blue', 'brown', 'gray', 'cyan', 'gray', 'yellow', 'purple', 'red', 'cylinder', 'sphere', 'cone', 'cube', 'sphere', 'sphere', 'cone', 'sphere', 'rubber', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'rubber', 'metal', 'blue_cylinder', 'brown_sphere', 'gray_cone', 'cyan_cube', 'gray_sphere', 'yellow_sphere', 'purple_cone', 'red_sphere', 'cylinder_rubber', 'sphere_metal', 'cone_metal', 'cube_metal', 'sphere_rubber', 'sphere_rubber', 'cone_rubber', 'sphere_metal', 'blue_rubber', 'brown_metal', 'gray_metal', 'cyan_metal', 'gray_rubber', 'yellow_rubber', 'purple_rubber', 'red_metal', 'blue_cylinder_rubber', 'brown_sphere_metal', 'gray_cone_metal', 'cyan_cube_metal', 'gray_sphere_rubber', 'yellow_sphere_rubber', 'purple_cone_rubber', 'red_sphere_metal']"
2982,2982,f44bb7cfb49a580a488f76c9358226ce.png,6,"['gray', 'cyan', 'purple', 'red', 'green', 'blue']","['cube', 'cylinder', 'cone', 'cube', 'cube', 'sphere']","['rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal']","['gray_cube', 'cyan_cylinder', 'purple_cone', 'red_cube', 'green_cube', 'blue_sphere']","['gray_rubber', 'cyan_rubber', 'purple_metal', 'red_rubber', 'green_metal', 'blue_metal']","['cube_rubber', 'cylinder_rubber', 'cone_metal', 'cube_rubber', 'cube_metal', 'sphere_metal']","['gray_cube_rubber', 'cyan_cylinder_rubber', 'purple_cone_metal', 'red_cube_rubber', 'green_cube_metal', 'blue_sphere_metal']","[0.351, 0.7, 0.351, 0.7, 0.351, 0.7]","['gray', 'cyan', 'purple', 'red', 'green', 'blue', 'cube', 'cylinder', 'cone', 'cube', 'cube', 'sphere', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'gray_cube', 'cyan_cylinder', 'purple_cone', 'red_cube', 'green_cube', 'blue_sphere', 'cube_rubber', 'cylinder_rubber', 'cone_metal', 'cube_rubber', 'cube_metal', 'sphere_metal', 'gray_rubber', 'cyan_rubber', 'purple_metal', 'red_rubber', 'green_metal', 'blue_metal', 'gray_cube_rubber', 'cyan_cylinder_rubber', 'purple_cone_metal', 'red_cube_rubber', 'green_cube_metal', 'blue_sphere_metal']"
2983,2983,6c6fd16d107724b0116994b3540d11d5.png,3,"['green', 'brown', 'yellow']","['cone', 'cube', 'cylinder']","['metal', 'rubber', 'metal']","['green_cone', 'brown_cube', 'yellow_cylinder']","['green_metal', 'brown_rubber', 'yellow_metal']","['cone_metal', 'cube_rubber', 'cylinder_metal']","['green_cone_metal', 'brown_cube_rubber', 'yellow_cylinder_metal']","[0.7, 0.351, 0.351]","['green', 'brown', 'yellow', 'cone', 'cube', 'cylinder', 'metal', 'rubber', 'metal', 'green_cone', 'brown_cube', 'yellow_cylinder', 'cone_metal', 'cube_rubber', 'cylinder_metal', 'green_metal', 'brown_rubber', 'yellow_metal', 'green_cone_metal', 'brown_cube_rubber', 'yellow_cylinder_metal']"
2984,2984,bf4894f4da0a6aa1a92d89863b6f53a1.png,3,"['brown', 'green', 'gray']","['cylinder', 'cylinder', 'cone']","['metal', 'metal', 'metal']","['brown_cylinder', 'green_cylinder', 'gray_cone']","['brown_metal', 'green_metal', 'gray_metal']","['cylinder_metal', 'cylinder_metal', 'cone_metal']","['brown_cylinder_metal', 'green_cylinder_metal', 'gray_cone_metal']","[0.701, 0.7, 0.351]","['brown', 'green', 'gray', 'cylinder', 'cylinder', 'cone', 'metal', 'metal', 'metal', 'brown_cylinder', 'green_cylinder', 'gray_cone', 'cylinder_metal', 'cylinder_metal', 'cone_metal', 'brown_metal', 'green_metal', 'gray_metal', 'brown_cylinder_metal', 'green_cylinder_metal', 'gray_cone_metal']"
2985,2985,34ce33793999e3a5723e8cb1d1d074dd.png,6,"['brown', 'purple', 'red', 'green', 'gray', 'yellow']","['cylinder', 'cube', 'cube', 'cube', 'cube', 'cube']","['metal', 'rubber', 'rubber', 'rubber', 'rubber', 'rubber']","['brown_cylinder', 'purple_cube', 'red_cube', 'green_cube', 'gray_cube', 'yellow_cube']","['brown_metal', 'purple_rubber', 'red_rubber', 'green_rubber', 'gray_rubber', 'yellow_rubber']","['cylinder_metal', 'cube_rubber', 'cube_rubber', 'cube_rubber', 'cube_rubber', 'cube_rubber']","['brown_cylinder_metal', 'purple_cube_rubber', 'red_cube_rubber', 'green_cube_rubber', 'gray_cube_rubber', 'yellow_cube_rubber']","[0.351, 0.351, 0.351, 0.7, 0.7, 0.351]","['brown', 'purple', 'red', 'green', 'gray', 'yellow', 'cylinder', 'cube', 'cube', 'cube', 'cube', 'cube', 'metal', 'rubber', 'rubber', 'rubber', 'rubber', 'rubber', 'brown_cylinder', 'purple_cube', 'red_cube', 'green_cube', 'gray_cube', 'yellow_cube', 'cylinder_metal', 'cube_rubber', 'cube_rubber', 'cube_rubber', 'cube_rubber', 'cube_rubber', 'brown_metal', 'purple_rubber', 'red_rubber', 'green_rubber', 'gray_rubber', 'yellow_rubber', 'brown_cylinder_metal', 'purple_cube_rubber', 'red_cube_rubber', 'green_cube_rubber', 'gray_cube_rubber', 'yellow_cube_rubber']"
2986,2986,33fdecd8582d1567fe9a369ffda3d606.png,7,"['green', 'cyan', 'green', 'blue', 'brown', 'purple', 'gray']","['cylinder', 'sphere', 'cylinder', 'cube', 'cylinder', 'sphere', 'cylinder']","['rubber', 'rubber', 'rubber', 'rubber', 'metal', 'metal', 'rubber']","['green_cylinder', 'cyan_sphere', 'green_cylinder', 'blue_cube', 'brown_cylinder', 'purple_sphere', 'gray_cylinder']","['green_rubber', 'cyan_rubber', 'green_rubber', 'blue_rubber', 'brown_metal', 'purple_metal', 'gray_rubber']","['cylinder_rubber', 'sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cylinder_metal', 'sphere_metal', 'cylinder_rubber']","['green_cylinder_rubber', 'cyan_sphere_rubber', 'green_cylinder_rubber', 'blue_cube_rubber', 'brown_cylinder_metal', 'purple_sphere_metal', 'gray_cylinder_rubber']","[0.701, 0.7, 0.701, 0.351, 0.7, 0.351, 0.7]","['green', 'cyan', 'green', 'blue', 'brown', 'purple', 'gray', 'cylinder', 'sphere', 'cylinder', 'cube', 'cylinder', 'sphere', 'cylinder', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'metal', 'rubber', 'green_cylinder', 'cyan_sphere', 'green_cylinder', 'blue_cube', 'brown_cylinder', 'purple_sphere', 'gray_cylinder', 'cylinder_rubber', 'sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cylinder_metal', 'sphere_metal', 'cylinder_rubber', 'green_rubber', 'cyan_rubber', 'green_rubber', 'blue_rubber', 'brown_metal', 'purple_metal', 'gray_rubber', 'green_cylinder_rubber', 'cyan_sphere_rubber', 'green_cylinder_rubber', 'blue_cube_rubber', 'brown_cylinder_metal', 'purple_sphere_metal', 'gray_cylinder_rubber']"
2987,2987,b471efbde1479cebab584f93f05c989a.png,4,"['cyan', 'brown', 'gray', 'red']","['sphere', 'cube', 'cylinder', 'cube']","['metal', 'metal', 'rubber', 'rubber']","['cyan_sphere', 'brown_cube', 'gray_cylinder', 'red_cube']","['cyan_metal', 'brown_metal', 'gray_rubber', 'red_rubber']","['sphere_metal', 'cube_metal', 'cylinder_rubber', 'cube_rubber']","['cyan_sphere_metal', 'brown_cube_metal', 'gray_cylinder_rubber', 'red_cube_rubber']","[0.351, 0.7, 0.351, 0.351]","['cyan', 'brown', 'gray', 'red', 'sphere', 'cube', 'cylinder', 'cube', 'metal', 'metal', 'rubber', 'rubber', 'cyan_sphere', 'brown_cube', 'gray_cylinder', 'red_cube', 'sphere_metal', 'cube_metal', 'cylinder_rubber', 'cube_rubber', 'cyan_metal', 'brown_metal', 'gray_rubber', 'red_rubber', 'cyan_sphere_metal', 'brown_cube_metal', 'gray_cylinder_rubber', 'red_cube_rubber']"
2988,2988,618fce63b9226548d2b43d073d06aa0a.png,6,"['cyan', 'red', 'green', 'yellow', 'cyan', 'brown']","['cube', 'sphere', 'cube', 'cylinder', 'cylinder', 'cone']","['rubber', 'metal', 'rubber', 'rubber', 'metal', 'rubber']","['cyan_cube', 'red_sphere', 'green_cube', 'yellow_cylinder', 'cyan_cylinder', 'brown_cone']","['cyan_rubber', 'red_metal', 'green_rubber', 'yellow_rubber', 'cyan_metal', 'brown_rubber']","['cube_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_rubber', 'cylinder_metal', 'cone_rubber']","['cyan_cube_rubber', 'red_sphere_metal', 'green_cube_rubber', 'yellow_cylinder_rubber', 'cyan_cylinder_metal', 'brown_cone_rubber']","[0.351, 0.7, 0.7, 0.351, 0.7, 0.351]","['cyan', 'red', 'green', 'yellow', 'cyan', 'brown', 'cube', 'sphere', 'cube', 'cylinder', 'cylinder', 'cone', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'cyan_cube', 'red_sphere', 'green_cube', 'yellow_cylinder', 'cyan_cylinder', 'brown_cone', 'cube_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_rubber', 'cylinder_metal', 'cone_rubber', 'cyan_rubber', 'red_metal', 'green_rubber', 'yellow_rubber', 'cyan_metal', 'brown_rubber', 'cyan_cube_rubber', 'red_sphere_metal', 'green_cube_rubber', 'yellow_cylinder_rubber', 'cyan_cylinder_metal', 'brown_cone_rubber']"
2989,2989,661dc963df3f33bb22d245fc13e30de7.png,7,"['green', 'red', 'yellow', 'blue', 'cyan', 'blue', 'brown']","['sphere', 'cube', 'sphere', 'cone', 'cylinder', 'cylinder', 'cube']","['metal', 'metal', 'metal', 'metal', 'metal', 'rubber', 'rubber']","['green_sphere', 'red_cube', 'yellow_sphere', 'blue_cone', 'cyan_cylinder', 'blue_cylinder', 'brown_cube']","['green_metal', 'red_metal', 'yellow_metal', 'blue_metal', 'cyan_metal', 'blue_rubber', 'brown_rubber']","['sphere_metal', 'cube_metal', 'sphere_metal', 'cone_metal', 'cylinder_metal', 'cylinder_rubber', 'cube_rubber']","['green_sphere_metal', 'red_cube_metal', 'yellow_sphere_metal', 'blue_cone_metal', 'cyan_cylinder_metal', 'blue_cylinder_rubber', 'brown_cube_rubber']","[0.7, 0.7, 0.701, 0.351, 0.701, 0.351, 0.7]","['green', 'red', 'yellow', 'blue', 'cyan', 'blue', 'brown', 'sphere', 'cube', 'sphere', 'cone', 'cylinder', 'cylinder', 'cube', 'metal', 'metal', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'green_sphere', 'red_cube', 'yellow_sphere', 'blue_cone', 'cyan_cylinder', 'blue_cylinder', 'brown_cube', 'sphere_metal', 'cube_metal', 'sphere_metal', 'cone_metal', 'cylinder_metal', 'cylinder_rubber', 'cube_rubber', 'green_metal', 'red_metal', 'yellow_metal', 'blue_metal', 'cyan_metal', 'blue_rubber', 'brown_rubber', 'green_sphere_metal', 'red_cube_metal', 'yellow_sphere_metal', 'blue_cone_metal', 'cyan_cylinder_metal', 'blue_cylinder_rubber', 'brown_cube_rubber']"
2990,2990,9a5e73a70f3591903b4f7161f0589a36.png,8,"['brown', 'cyan', 'yellow', 'red', 'gray', 'blue', 'red', 'cyan']","['cone', 'sphere', 'cylinder', 'cube', 'cylinder', 'cube', 'cube', 'cube']","['rubber', 'metal', 'metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber']","['brown_cone', 'cyan_sphere', 'yellow_cylinder', 'red_cube', 'gray_cylinder', 'blue_cube', 'red_cube', 'cyan_cube']","['brown_rubber', 'cyan_metal', 'yellow_metal', 'red_rubber', 'gray_metal', 'blue_metal', 'red_rubber', 'cyan_rubber']","['cone_rubber', 'sphere_metal', 'cylinder_metal', 'cube_rubber', 'cylinder_metal', 'cube_metal', 'cube_rubber', 'cube_rubber']","['brown_cone_rubber', 'cyan_sphere_metal', 'yellow_cylinder_metal', 'red_cube_rubber', 'gray_cylinder_metal', 'blue_cube_metal', 'red_cube_rubber', 'cyan_cube_rubber']","[0.7, 0.351, 0.351, 0.351, 0.7, 0.7, 0.351, 0.701]","['brown', 'cyan', 'yellow', 'red', 'gray', 'blue', 'red', 'cyan', 'cone', 'sphere', 'cylinder', 'cube', 'cylinder', 'cube', 'cube', 'cube', 'rubber', 'metal', 'metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber', 'brown_cone', 'cyan_sphere', 'yellow_cylinder', 'red_cube', 'gray_cylinder', 'blue_cube', 'red_cube', 'cyan_cube', 'cone_rubber', 'sphere_metal', 'cylinder_metal', 'cube_rubber', 'cylinder_metal', 'cube_metal', 'cube_rubber', 'cube_rubber', 'brown_rubber', 'cyan_metal', 'yellow_metal', 'red_rubber', 'gray_metal', 'blue_metal', 'red_rubber', 'cyan_rubber', 'brown_cone_rubber', 'cyan_sphere_metal', 'yellow_cylinder_metal', 'red_cube_rubber', 'gray_cylinder_metal', 'blue_cube_metal', 'red_cube_rubber', 'cyan_cube_rubber']"
2991,2991,598aaffe19c0082fc0fc218baf04530f.png,10,"['brown', 'green', 'yellow', 'yellow', 'red', 'gray', 'purple', 'gray', 'yellow', 'blue']","['cylinder', 'cylinder', 'cylinder', 'sphere', 'cylinder', 'cone', 'sphere', 'cylinder', 'cylinder', 'cylinder']","['metal', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'metal', 'rubber']","['brown_cylinder', 'green_cylinder', 'yellow_cylinder', 'yellow_sphere', 'red_cylinder', 'gray_cone', 'purple_sphere', 'gray_cylinder', 'yellow_cylinder', 'blue_cylinder']","['brown_metal', 'green_rubber', 'yellow_rubber', 'yellow_metal', 'red_metal', 'gray_metal', 'purple_rubber', 'gray_rubber', 'yellow_metal', 'blue_rubber']","['cylinder_metal', 'cylinder_rubber', 'cylinder_rubber', 'sphere_metal', 'cylinder_metal', 'cone_metal', 'sphere_rubber', 'cylinder_rubber', 'cylinder_metal', 'cylinder_rubber']","['brown_cylinder_metal', 'green_cylinder_rubber', 'yellow_cylinder_rubber', 'yellow_sphere_metal', 'red_cylinder_metal', 'gray_cone_metal', 'purple_sphere_rubber', 'gray_cylinder_rubber', 'yellow_cylinder_metal', 'blue_cylinder_rubber']","[0.351, 0.351, 0.351, 0.7, 0.701, 0.7, 0.351, 0.351, 0.701, 0.351]","['brown', 'green', 'yellow', 'yellow', 'red', 'gray', 'purple', 'gray', 'yellow', 'blue', 'cylinder', 'cylinder', 'cylinder', 'sphere', 'cylinder', 'cone', 'sphere', 'cylinder', 'cylinder', 'cylinder', 'metal', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'brown_cylinder', 'green_cylinder', 'yellow_cylinder', 'yellow_sphere', 'red_cylinder', 'gray_cone', 'purple_sphere', 'gray_cylinder', 'yellow_cylinder', 'blue_cylinder', 'cylinder_metal', 'cylinder_rubber', 'cylinder_rubber', 'sphere_metal', 'cylinder_metal', 'cone_metal', 'sphere_rubber', 'cylinder_rubber', 'cylinder_metal', 'cylinder_rubber', 'brown_metal', 'green_rubber', 'yellow_rubber', 'yellow_metal', 'red_metal', 'gray_metal', 'purple_rubber', 'gray_rubber', 'yellow_metal', 'blue_rubber', 'brown_cylinder_metal', 'green_cylinder_rubber', 'yellow_cylinder_rubber', 'yellow_sphere_metal', 'red_cylinder_metal', 'gray_cone_metal', 'purple_sphere_rubber', 'gray_cylinder_rubber', 'yellow_cylinder_metal', 'blue_cylinder_rubber']"
